hgnc	rvis	rvis_percentile
CRPPA	NA	NA
CRPPA	NA	NA
CRPPA	NA	NA
CRPPA	NA	NA
ACOD1	NA	NA
ACOD1	NA	NA
BBIP1	NA	NA
BBIP1	NA	NA
KCNU1	-0.34186354	29.12475152
KDM4E	NA	NA
LGALS9	0.776893157	86.74778628
MASP2	1.116021647	92.59080778
MASP2	1.116021647	92.59080778
MASP2	1.116021647	92.59080778
MASP2	1.116021647	92.59080778
MASP2	1.116021647	92.59080778
AP4M1	-0.721574107	14.87259804
AP4M1	-0.721574107	14.87259804
AP4M1	-0.721574107	14.87259804
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
LGALS8	-0.145022786	40.29275345
NDUFS8	-0.018496723	49.02716704
GRM8	-1.224445618	6.270706584
GRM8	-1.224445618	6.270706584
GRM8	-1.224445618	6.270706584
GRM8	-1.224445618	6.270706584
BMPR1B	-0.03818213	47.55135233
BMPR1B	-0.03818213	47.55135233
BMPR1B	-0.03818213	47.55135233
TULP1	0.22517107	65.05029817
TNFRSF11B	0.025080949	52.11734233
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
SULT1C2	0.458541789	76.56165291
PDE2A	-0.92245758	10.27046563
POLRMT	0.246415203	66.28516354
POLRMT	0.246415203	66.28516354
POLRMT	0.246415203	66.28516354
POLRMT	0.246415203	66.28516354
EML1	-1.258172588	5.812902837
EML1	-1.258172588	5.812902837
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
BTN3A1	0.539765009	79.85663514
NR5A2	-0.879497494	11.10776459
BIN1	-0.10362944	43.03957593
BIN1	-0.10362944	43.03957593
BIN1	-0.10362944	43.03957593
KRIT1	-1.083515083	7.915185832
KRIT1	-1.083515083	7.915185832
KRIT1	-1.083515083	7.915185832
KRIT1	-1.083515083	7.915185832
KRIT1	-1.083515083	7.915185832
KRIT1	-1.083515083	7.915185832
RNASET2	0.481197326	77.46521294
RNASET2	0.481197326	77.46521294
RNASET2	0.481197326	77.46521294
PIR	0.867046738	86.24260355
PIR	0.867046738	86.24260355
PIR	0.867046738	86.24260355
PIR	0.867046738	86.24260355
PDXK	-0.072699292	45.36473706
AQP7	3.522473521	99.60243359
AQP7	3.522473521	99.60243359
AQP7	3.522473521	99.60243359
AQP7	3.522473521	99.60243359
AQP7	3.522473521	99.60243359
GAPDHS	0.151445053	60.89392205
RFXANK	-0.287945615	31.871574
RFXANK	-0.287945615	31.871574
ENPP3	0.990271426	90.88006747
ENPP3	0.990271426	90.88006747
KCNK3	0.003373183	50.61743268
TOR1A	0.038672175	53.12330582
TOR1A	0.038672175	53.12330582
TOR1A	0.038672175	53.12330582
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
ABCD4	0.506488046	78.5735799
PTGES	NA	NA
PTGES	NA	NA
APAF1	-0.891865907	10.91500512
APAF1	-0.891865907	10.91500512
APAF1	-0.891865907	10.91500512
APAF1	-0.891865907	10.91500512
APAF1	-0.891865907	10.91500512
PDCD5	-0.032708307	48.01517981
SLC9A3R1	0.50368421	78.40491537
SLC9A3R1	0.50368421	78.40491537
SLC9A3R1	0.50368421	78.40491537
SLC9A3R1	0.50368421	78.40491537
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
NRP1	-0.96855766	9.481356545
NRP1	-0.96855766	9.481356545
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
MSTN	0.260633041	67.02608277
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
IKBKB	-0.014910255	49.26811638
IKBKB	-0.014910255	49.26811638
IKBKB	-0.014910255	49.26811638
IKBKB	-0.014910255	49.26811638
IKBKB	-0.014910255	49.26811638
IKBKB	-0.014910255	49.26811638
NCR3	0.332177009	70.81501114
CASK	-1.51705173	4.733727811
CASK	-1.51705173	4.733727811
PLD2	0.573198565	81.06138184
PLD2	0.573198565	81.06138184
PLD2	0.573198565	81.06138184
UQCRQ	-0.004123527	50.0993916
CASQ2	-0.437744673	24.40214445
CASQ2	-0.437744673	24.40214445
CASQ2	-0.437744673	24.40214445
SYN3	-0.064582184	45.87675441
AREL1	NA	NA
CHUK	-0.801236204	12.85464731
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
NPC1	-0.785205458	13.19197639
ANGPT2	-0.563490942	19.52894404
ANGPT2	-0.563490942	19.52894404
ARPC1B	0.317801809	70.13432926
ARPC1B	0.317801809	70.13432926
ARPC1B	0.317801809	70.13432926
ARPC1B	0.317801809	70.13432926
UBD	0.976383637	90.65116559
KMO	0.077719143	55.74965364
KMO	0.077719143	55.74965364
NDUFA1	0.183180714	64.20118343
CLIC2	0.534793968	77.95857988
MAPK13	0.353882521	71.87518824
SPTLC1	-0.532560312	20.46864647
SPTLC1	-0.532560312	20.46864647
SPTLC1	-0.532560312	20.46864647
SPTLC1	-0.532560312	20.46864647
SPTLC2	-0.635655759	17.21583037
SPTLC2	-0.635655759	17.21583037
SPTLC2	-0.635655759	17.21583037
SPTLC2	-0.635655759	17.21583037
SPTLC2	-0.635655759	17.21583037
TCAP	0.135051185	59.83374496
FANCG	0.858735948	88.54285886
FANCG	0.858735948	88.54285886
FANCG	0.858735948	88.54285886
FANCG	0.858735948	88.54285886
FANCG	0.858735948	88.54285886
ALOX15B	1.600010716	96.83753991
ALOX15B	1.600010716	96.83753991
ALOX15B	1.600010716	96.83753991
PMM2	0.363726507	72.39322932
PMM2	0.363726507	72.39322932
PMM2	0.363726507	72.39322932
CHAD	0.115364282	58.46635745
CHAD	0.115364282	58.46635745
INPPL1	-2.384684555	1.198722968
INPPL1	-2.384684555	1.198722968
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
FANCA	0.041456385	53.27389916
BCAT2	0.243293061	66.12854647
BCAT2	0.243293061	66.12854647
BCAT2	0.243293061	66.12854647
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
TLR3	-0.125661703	41.45533402
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
CAPN5	0.512424089	78.83862418
GYG2	0.439805975	74.40828402
GYG2	0.439805975	74.40828402
GYG2	0.439805975	74.40828402
FGF10	0.028209476	52.35829167
FGF10	0.028209476	52.35829167
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
TAPBP	0.530703538	79.53135353
RS1	-0.190297223	39.34911243
RS1	-0.190297223	39.34911243
RS1	-0.190297223	39.34911243
RS1	-0.190297223	39.34911243
RS1	-0.190297223	39.34911243
RNF113A	-0.055263774	48.07692308
KDM6A	-1.538895372	4.585798817
MEFV	1.785797293	97.56641166
PRPF4	-0.461799565	23.29377748
PRPF4	-0.461799565	23.29377748
PRPF4	-0.461799565	23.29377748
PRPF4	-0.461799565	23.29377748
NDUFS4	0.113963029	58.38804891
NDUFS4	0.113963029	58.38804891
SPINT1	0.560691271	80.63369677
RIPK2	-0.086290171	44.3286549
PRPF3	-0.704855238	15.34244925
PRPF3	-0.704855238	15.34244925
GRID2	-1.151498833	6.951388471
MGAM	2.142380536	98.57839889
MGAM	2.142380536	98.57839889
AKR7A2	0.943876024	90.06686344
CACNA1G	-2.565908933	0.999939763
TNFSF12	-0.405253684	26.0104813
CA12	0.143948573	60.3457623
TIMM44	-0.434777918	24.57080899
SULT1B1	0.322332511	70.33311246
LANCL1	0.423078655	75.1039094
SCO2	0.391528305	73.7003795
PDE6D	0.062106881	54.67742907
PDE6D	0.062106881	54.67742907
ORC4	-0.01631243	49.17173664
ORC4	-0.01631243	49.17173664
ORC4	-0.01631243	49.17173664
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
PRKN	NA	NA
OPA1	-0.916527384	10.37889284
OPA1	-0.916527384	10.37889284
LY75	-0.234580912	34.97379676
LY75	-0.234580912	34.97379676
LY75	-0.234580912	34.97379676
LY75	-0.234580912	34.97379676
LY75	-0.234580912	34.97379676
LY75	-0.234580912	34.97379676
NRP2	-0.38169085	27.13691946
NRP2	-0.38169085	27.13691946
NRP2	-0.38169085	27.13691946
NRP2	-0.38169085	27.13691946
NRP2	-0.38169085	27.13691946
NRP2	-0.38169085	27.13691946
PLXNC1	-1.708468566	2.879344618
CIDEA	0.260633041	67.02608277
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
PLOD3	0.969962595	90.52466719
TLR2	0.605053345	82.02517921
TLR2	0.605053345	82.02517921
JAK2	-1.303500352	5.33702789
JAK2	-1.303500352	5.33702789
JAK2	-1.303500352	5.33702789
JAK2	-1.303500352	5.33702789
JAK2	-1.303500352	5.33702789
CTNND1	-0.443221077	24.13107644
HCN1	-1.087263615	7.866995964
HCN1	-1.087263615	7.866995964
HCN1	-1.087263615	7.866995964
HCN1	-1.087263615	7.866995964
HCN1	-1.087263615	7.866995964
HPGDS	0.463855956	76.77850732
HPGDS	0.463855956	76.77850732
HPGDS	0.463855956	76.77850732
DKC1	-0.874229933	12.86982249
DKC1	-0.874229933	12.86982249
DKC1	-0.874229933	12.86982249
DKC1	-0.874229933	12.86982249
SH2D1A	0.001860633	51.92307692
RAMP3	0.469170684	76.94717186
SCN2B	-0.11331101	42.28660924
ASTN2	-1.592741532	3.403409433
ASTN2	-1.592741532	3.403409433
ASTN2	-1.592741532	3.403409433
ASTN2	-1.592741532	3.403409433
ASTN2	-1.592741532	3.403409433
DEPDC5	-1.178118483	6.728510331
DEPDC5	-1.178118483	6.728510331
DEPDC5	-1.178118483	6.728510331
DEPDC5	-1.178118483	6.728510331
DEPDC5	-1.178118483	6.728510331
ICOSLG	0.137234463	59.97229083
ICOSLG	0.137234463	59.97229083
ICOSLG	0.137234463	59.97229083
XYLB	0.755637712	86.22372146
XYLB	0.755637712	86.22372146
COQ9	0.751271795	86.12131799
COQ9	0.751271795	86.12131799
COQ9	0.751271795	86.12131799
COQ9	0.751271795	86.12131799
COQ9	0.751271795	86.12131799
COQ9	0.751271795	86.12131799
NDUFS2	-0.107377812	42.70224685
SEMA7A	-0.15189923	39.81085477
CS	0.126772406	59.30365641
SPAG7	-0.224682963	35.57014638
CDC45	-0.510069362	21.26980302
CDC45	-0.510069362	21.26980302
MED24	-1.14460791	7.065839407
LGR5	0.086457043	56.37009819
LGR5	0.086457043	56.37009819
LGR5	0.086457043	56.37009819
LGR5	0.086457043	56.37009819
LGR5	0.086457043	56.37009819
GMNN	0.394660173	73.8449491
ECI2	0.518676461	79.05547859
EED	-0.385728038	26.99234986
LYPLA1	0.390912411	73.64616589
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
SNRNP200	-3.669676915	0.403590145
PPM1B	-0.710166522	15.19787965
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
RP2	0.307208079	68.63905325
WDHD1	-0.052098603	46.6116499
TRPA1	-0.822668884	12.31853503
RNASEH2A	0.054447414	54.17745919
RNASEH2A	0.054447414	54.17745919
BCAR3	1.093374834	92.26552617
BCAR3	1.093374834	92.26552617
BCAR3	1.093374834	92.26552617
CBR3	0.624120992	82.74802723
PSMD10	0.023778801	53.99408284
IDH1	-0.202191696	36.75682188
IDH1	-0.202191696	36.75682188
IDH1	-0.202191696	36.75682188
ALDH1L1	0.580064696	81.30835492
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
GABBR2	-1.244577745	5.993614842
PDE5A	0.486181661	77.63990121
PDE5A	0.486181661	77.63990121
PDE9A	-0.193292653	37.30498163
PDE9A	-0.193292653	37.30498163
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
TRPM2	1.851750617	97.81940847
B3GAT3	-0.342148131	29.11872779
B3GAT3	-0.342148131	29.11872779
B3GAT3	-0.342148131	29.11872779
ALDH1A2	-0.850911079	11.74025661
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
SEC24D	0.285147276	68.39347027
PRPF6	-2.339094007	1.277031504
PRPF6	-2.339094007	1.277031504
UPP2	0.268911801	67.46581531
INMT	1.270530645	94.44009397
RPP14	0.69270667	84.69369315
MFN2	-1.563757505	3.578097705
MFN2	-1.563757505	3.578097705
TNFSF15	-0.001939286	50.26203241
AKR7A3	1.208039422	93.83169689
ELP1	NA	NA
ELP1	NA	NA
ELP1	NA	NA
ELP1	NA	NA
ELP1	NA	NA
ELP1	NA	NA
NDUFB8	0.253919647	66.64658755
NDUFB8	0.253919647	66.64658755
IL18RAP	-0.031467562	48.06336968
RASGRP1	-0.406193161	25.90807783
NDUFA10	0.049916992	53.86422505
NDUFA10	0.049916992	53.86422505
NDUFA10	0.049916992	53.86422505
FARS2	0.022734712	51.91253539
FARS2	0.022734712	51.91253539
FARS2	0.022734712	51.91253539
FARS2	0.022734712	51.91253539
FARS2	0.022734712	51.91253539
SLU7	-0.391820636	26.73935305
AHSA1	-0.137365502	40.79272333
PARN	-0.026155161	48.44888862
PARN	-0.026155161	48.44888862
SGPL1	-1.066173707	8.132040239
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
ABCA1	-1.77786771	2.620324077
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
VNN1	0.821870572	87.82001084
TDP2	-0.288727202	31.84747907
ETHE1	-0.211874143	36.24480453
STAMBP	0.053665262	54.08710319
LY86	0.534618954	79.6879706
IL33	-0.135180413	40.90717427
IL33	-0.135180413	40.90717427
IL33	-0.135180413	40.90717427
DDX58	-0.258121726	33.60038552
DDX58	-0.258121726	33.60038552
DDX58	-0.258121726	33.60038552
DDX58	-0.258121726	33.60038552
DDX58	-0.258121726	33.60038552
DDX58	-0.258121726	33.60038552
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
MLYCD	0.17471687	62.28540449
AIFM1	-0.32033067	32.5443787
