hgnc	rvis	rvis_percentile
CRPPA	NA	NA
KIF2A	-0.423373122	25.0587314
KIF2A	-0.423373122	25.0587314
KIF2A	-0.423373122	25.0587314
AP4M1	-0.721574107	14.87259804
AP4M1	-0.721574107	14.87259804
AP4M1	-0.721574107	14.87259804
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
SULT2B1	0.523990008	79.29040419
NDUFS8	-0.018496723	49.02716704
NDUFS8	-0.018496723	49.02716704
NDUFS8	-0.018496723	49.02716704
NDUFS8	-0.018496723	49.02716704
NDUFS8	-0.018496723	49.02716704
NDUFS8	-0.018496723	49.02716704
BMPR1B	-0.03818213	47.55135233
BMPR1B	-0.03818213	47.55135233
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
TULP1	0.22517107	65.05029817
PIK3CD	-1.792662593	2.548039275
PIK3CD	-1.792662593	2.548039275
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
DNM1L	-1.027743724	8.595867719
KRIT1	-1.083515083	7.915185832
PDXK	-0.072699292	45.36473706
RFXANK	-0.287945615	31.871574
RFXANK	-0.287945615	31.871574
KCNK3	0.003373183	50.61743268
TOR1A	0.038672175	53.12330582
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TERT	-0.630504801	17.36039998
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
TPP1	0.640513416	83.10945124
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
POLR3A	-2.256686659	1.397506174
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
PHYH	0.301244276	69.3151015
