uniprot_id	fraction
A0A0A6YYL3	0.18566176470588236
A0A0B4J1W7	0.13008130081300814
A0A0C4DGP1	0.7205882352941176
A0A1B0GU29	0.15789473684210525
A0A1B0GVZ9	0.036734693877551024
A0AV02	0.0014005602240896359
A0AV96	0.12478920741989882
A0AVF1	0.016245487364620937
A0AVI4	0.09116022099447514
A0AVK6	0.00922722029988466
A0AVT1	0.015209125475285171
A0JNW5	0.0034153005464480873
A0MZ66	0.012678288431061807
A0PJK1	0.003355704697986577
A0PJW6	0.0049504950495049506
A0PJX0	0.010810810810810811
A0PJX4	0.05042016806722689
A0PJY2	0.014736842105263158
A0PJZ3	0.0654627539503386
A0PK00	0.032448377581120944
A0PK11	0.01293103448275862
A1A4S6	0.011450381679389313
A1A4V9	0.012084592145015106
A1A4Y4	0.0055248618784530384
A1A5B4	0.01918158567774936
A1A5C7	0.04081632653061224
A1A5D9	0.003937007874015748
A1KXE4	0.010256410256410256
A1KZ92	0.006151742993848257
A1L020	0.2865384615384615
A1L0T0	0.0015822784810126582
A1L162	0.01282051282051282
A1L167	0.4720496894409938
A1L188	0.40540540540540543
A1L1A6	0.005208333333333333
A1L390	0.012305168170631665
A1L3X0	0.0035587188612099642
A1L4H1	0.024793388429752067
A1L4K1	0.0013351134846461949
A1X283	0.014270032930845226
A1XBS5	0.031141868512110725
A1YPR0	0.033925686591276254
A1Z1Q3	0.03058823529411765
A2A288	0.026565464895635674
A2A2Y4	0.0033500837520938024
A2A2Z9	0.002967359050445104
A2A368	0.012345679012345678
A2A3L6	0.001718213058419244
A2CJ06	0.0034602076124567475
A2PYH4	0.004181184668989547
A2RRD8	0.007858546168958742
A2RTX5	0.0012468827930174563
A2RU54	0.02564102564102564
A2RU67	0.003215434083601286
A2RUH7	0.002824858757062147
A2RUR9	0.004204625087596356
A2RUS2	0.00667779632721202
A2VDF0	0.05844155844155844
A2VDJ0	0.002486016159105034
A3KMH1	0.0010498687664041995
A3KN83	0.054558506819813356
A3QJZ7	0.3514644351464435
A4D0S4	0.001135718341851221
A4D126	0.026607538802660754
A4D161	0.013422818791946308
A4D1B5	0.00819672131147541
A4D1F6	0.002325581395348837
A4D1P6	0.008032128514056224
A4D1S0	0.017114914425427872
A4D1U4	0.017582417582417582
A4D2B0	0.24060150375939848
A4D2H0	0.03474903474903475
A4D2P6	0.054500412881915775
A4FU01	0.014104372355430184
A4FU28	0.006435006435006435
A4FU69	6.653359946773121e-4
A4GXA9	0.0079155672823219
A4IF30	0.0019193857965451055
A4QMS7	0.11564625850340136
A5D8T8	0.16591928251121077
A5D8V7	0.03361344537815126
A5D8W1	0.0021253985122210413
A5PKW4	0.044921875
A5PLK6	0.004646840148698885
A5PLL7	0.2037037037037037
A5PLN9	0.009592326139088728
A5YKK6	0.1026936026936027
A5YM72	0.14631197097944376
A6BM72	0.032567049808429116
A6H8M9	0.0025380710659898475
A6NC42	0.11206896551724138
A6NC51	0.008583690987124463
A6NC57	0.028353326063249727
A6NC86	0.004901960784313725
A6NC98	0.012872628726287264
A6NCC3	0.11392405063291139
A6NCL7	0.10526315789473684
A6NCS4	0.053156146179401995
A6NCS6	0.5423728813559322
A6ND01	0.088
A6ND36	0.010935601458080195
A6ND91	0.01060070671378092
A6NDE8	0.10256410256410256
A6NDG6	0.5077881619937694
A6NDI0	0.004424778761061947
A6NDK9	0.10533910533910534
A6NDN3	0.08802308802308802
A6NDV4	0.0423728813559322
A6NDZ8	0.27884615384615385
A6NE01	0.009783071033602722
A6NE02	0.3389121338912134
A6NE52	0.07644882860665844
A6NE82	0.1875
A6NED2	0.28191489361702127
A6NEE1	0.011857707509881422
A6NEF3	0.01916376306620209
A6NEL2	0.005044136191677175
A6NEN9	0.01639344262295082
A6NEQ2	0.09624413145539906
A6NER3	0.017094017094017096
A6NES4	0.008960573476702509
A6NEV1	0.045112781954887216
A6NF83	0.24742268041237114
A6NFA1	0.12379110251450677
A6NFC5	0.16591928251121077
A6NFD8	0.012396694214876033
A6NFH5	0.014285714285714285
A6NFN3	0.15705128205128205
A6NFN9	0.00796812749003984
A6NFQ2	0.235038084874864
A6NFT4	0.2532467532467532
A6NFY4	0.004796163069544364
A6NFY7	0.21739130434782608
A6NG13	0.02406417112299465
A6NGA9	0.003663003663003663
A6NGB7	0.29896907216494845
A6NGC4	0.01893939393939394
A6NGE4	0.025
A6NGE7	0.3815028901734104
A6NGH8	0.0023923444976076554
A6NGK3	0.034482758620689655
A6NGN9	0.1875
A6NGQ2	0.040268456375838924
A6NGR9	0.08623087621696801
